size,sparsity,min,max,cpu_cores,runtime,hardware
7500,0.5,50,1000,4,181,3
7500,0.5,50,10000,4,236,3
7500,0.75,1,100,4,182,3
7500,0.75,1,1000,4,182,3
7500,0.75,1,10000,4,236,3
7500,0.75,10,100,4,181,3
7500,0.75,10,1000,4,181,3
7500,0.75,10,10000,4,181,3
7500,0.75,50,100,4,182,3
7500,0.75,50,1000,4,236,3
7500,0.75,50,10000,4,182,3
10000,0.0,1,100,4,478,3
10000,0.0,1,1000,4,478,3
10000,0.0,1,10000,4,479,3
10000,0.0,10,100,4,425,3
10000,0.0,10,1000,4,424,3
10000,0.0,10,10000,4,479,3
10000,0.0,50,100,4,479,3
10000,0.0,50,1000,4,479,3
10000,0.0,50,10000,4,479,3
10000,0.25,1,100,4,479,3
10000,0.25,1,1000,4,478,3
10000,0.25,1,10000,4,479,3
10000,0.25,10,100,4,478,3
10000,0.25,10,1000,4,479,3
10000,0.25,10,10000,4,479,3
10000,0.25,50,100,4,479,3
10000,0.25,50,1000,4,479,3
10000,0.25,50,10000,4,425,3
10000,0.5,1,100,4,425,3
10000,0.5,1,1000,4,425,3
10000,0.5,1,10000,4,425,3
10000,0.5,10,100,4,424,3
10000,0.5,10,1000,4,479,3
10000,0.5,10,10000,4,479,3
10000,0.5,50,100,4,479,3
10000,0.5,50,1000,4,478,3
10000,0.5,50,10000,4,479,3
10000,0.75,1,100,4,479,3
10000,0.75,1,1000,4,479,3
10000,0.75,1,10000,4,478,3
10000,0.75,10,100,4,479,3
10000,0.75,10,1000,4,479,3
10000,0.75,10,10000,4,478,3
10000,0.75,50,100,4,479,3
10000,0.75,50,1000,4,479,3
10000,0.75,50,10000,4,479,3
12500,0.0,1,100,4,898,3
12500,0.0,1,1000,4,843,3
12500,0.0,1,10000,4,898,3
12500,0.0,10,100,4,898,3
12500,0.0,10,1000,4,898,3
12500,0.0,10,10000,4,898,3
12500,0.0,50,100,4,898,3
12500,0.0,50,1000,4,898,3
12500,0.0,50,10000,4,898,3
12500,0.25,1,100,4,843,3
12500,0.25,1,1000,4,899,3
12500,0.25,1,10000,4,900,3
12500,0.25,10,100,4,900,3
12500,0.25,10,1000,4,900,3
12500,0.25,10,10000,4,901,3
12500,0.25,50,100,4,898,3
12500,0.25,50,1000,4,897,3
12500,0.25,50,10000,4,843,3
12500,0.5,1,100,4,843,3
12500,0.5,1,1000,4,897,3
12500,0.5,1,10000,4,897,3
12500,0.5,10,100,4,897,3
12500,0.5,10,1000,4,898,3
12500,0.5,10,10000,4,844,3
12500,0.5,50,100,4,844,3
12500,0.5,50,1000,4,898,3
12500,0.5,50,10000,4,898,3
12500,0.75,1,100,4,898,3
12500,0.75,1,1000,4,897,3
12500,0.75,1,10000,4,841,3
12500,0.75,10,100,4,840,3
12500,0.75,10,1000,4,840,3
12500,0.75,10,10000,4,841,3
12500,0.75,50,100,4,841,3
12500,0.75,50,1000,4,841,3
12500,0.75,50,10000,4,841,3
3000,0.0,1,100,8,55,4
3000,0.0,1,1000,8,0,4
3000,0.0,1,10000,8,0,4
3000,0.0,10,100,8,1,4
3000,0.0,10,1000,8,1,4
3000,0.0,10,10000,8,1,4
3000,0.0,50,100,8,0,4
3000,0.0,50,1000,8,1,4
3000,0.0,50,10000,8,55,4
3000,0.25,1,100,8,1,4
3000,0.25,1,1000,8,1,4
3000,0.25,1,10000,8,0,4
3000,0.25,10,100,8,1,4
3000,0.25,10,1000,8,1,4
3000,0.25,10,10000,8,1,4
3000,0.25,50,100,8,55,4
3000,0.25,50,1000,8,0,4
3000,0.25,50,10000,8,1,4
3000,0.5,1,100,8,1,4
3000,0.5,1,1000,8,1,4
3000,0.5,1,10000,8,1,4
3000,0.5,10,100,8,0,4
3000,0.5,10,1000,8,1,4
3000,0.5,10,10000,8,55,4
3000,0.5,50,100,8,1,4
3000,0.5,50,1000,8,1,4
3000,0.5,50,10000,8,0,4
3000,0.75,1,100,8,0,4
3000,0.75,1,1000,8,1,4
3000,0.75,1,10000,8,1,4
3000,0.75,10,100,8,55,4
3000,0.75,10,1000,8,1,4
3000,0.75,10,10000,8,0,4
3000,0.75,50,100,8,1,4
3000,0.75,50,1000,8,1,4
3000,0.75,50,10000,8,1,4
4000,0.0,1,100,8,56,4
4000,0.0,1,1000,8,2,4
4000,0.0,1,10000,8,2,4
4000,0.0,10,100,8,1,4
4000,0.0,10,1000,8,1,4
4000,0.0,10,10000,8,2,4
4000,0.0,50,100,8,2,4
4000,0.0,50,1000,8,56,4
4000,0.0,50,10000,8,2,4
4000,0.25,1,100,8,2,4
4000,0.25,1,1000,8,56,4
4000,0.25,1,10000,8,2,4
4000,0.25,10,100,8,2,4
4000,0.25,10,1000,8,56,4
4000,0.25,10,10000,8,2,4
4000,0.25,50,100,8,1,4
4000,0.25,50,1000,8,55,4
4000,0.25,50,10000,8,2,4
4000,0.5,1,100,8,2,4
4000,0.5,1,1000,8,56,4
4000,0.5,1,10000,8,2,4
4000,0.5,10,100,8,2,4
4000,0.5,10,1000,8,56,4
4000,0.5,10,10000,8,2,4
4000,0.5,50,100,8,2,4
4000,0.5,50,1000,8,56,4
4000,0.5,50,10000,8,2,4
4000,0.75,1,100,8,2,4
4000,0.75,1,1000,8,56,4
4000,0.75,1,10000,8,2,4
4000,0.75,10,100,8,2,4
4000,0.75,10,1000,8,56,4
4000,0.75,10,10000,8,2,4
4000,0.75,50,100,8,2,4
4000,0.75,50,1000,8,56,4
4000,0.75,50,10000,8,2,4
5000,0.0,1,100,8,3,4
5000,0.0,1,1000,8,3,4
5000,0.0,1,10000,8,58,4
5000,0.0,10,100,8,3,4
5000,0.0,10,1000,8,58,4
5000,0.0,10,10000,8,3,4
5000,0.0,50,100,8,58,4
5000,0.0,50,1000,8,57,4
5000,0.0,50,10000,8,3,4
5000,0.25,1,100,8,58,4
5000,0.25,1,1000,8,3,4
5000,0.25,1,10000,8,58,4
5000,0.25,10,100,8,57,4
5000,0.25,10,1000,8,3,4
5000,0.25,10,10000,8,58,4
5000,0.25,50,100,8,3,4
5000,0.25,50,1000,8,3,4
5000,0.25,50,10000,8,58,4
5000,0.5,1,100,8,3,4
5000,0.5,1,1000,8,57,4
5000,0.5,1,10000,8,58,4
5000,0.5,10,100,8,3,4
5000,0.5,10,1000,8,57,4
5000,0.5,10,10000,8,4,4
5000,0.5,50,100,8,57,4
5000,0.5,50,1000,8,57,4
5000,0.5,50,10000,8,4,4
5000,0.75,1,100,8,57,4
5000,0.75,1,1000,8,3,4
5000,0.75,1,10000,8,58,4
5000,0.75,10,100,8,58,4
5000,0.75,10,1000,8,3,4
5000,0.75,10,10000,8,57,4
5000,0.75,50,100,8,58,4
5000,0.75,50,1000,8,4,4
5000,0.75,50,10000,8,57,4
7500,0.0,1,100,8,120,4
7500,0.0,1,1000,8,120,4
7500,0.0,1,10000,8,120,4
7500,0.0,10,100,8,120,4
7500,0.0,10,1000,8,121,4
7500,0.0,10,10000,8,120,4
7500,0.0,50,100,8,120,4
7500,0.0,50,1000,8,120,4
7500,0.0,50,10000,8,120,4
7500,0.25,1,100,8,120,4
7500,0.25,1,1000,8,120,4
7500,0.25,1,10000,8,120,4
7500,0.25,10,100,8,120,4
7500,0.25,10,1000,8,120,4
7500,0.25,10,10000,8,120,4
7500,0.25,50,100,8,120,4
7500,0.25,50,1000,8,120,4
7500,0.25,50,10000,8,121,4
7500,0.5,1,100,8,120,4
7500,0.5,1,1000,8,120,4
7500,0.5,1,10000,8,120,4
7500,0.5,10,100,8,121,4
7500,0.5,10,1000,8,120,4
7500,0.5,10,10000,8,120,4
7500,0.5,50,100,8,120,4
7500,0.5,50,1000,8,120,4
7500,0.5,50,10000,8,120,4
7500,0.75,1,100,8,120,4
7500,0.75,1,1000,8,120,4
7500,0.75,1,10000,8,120,4
7500,0.75,10,100,8,121,4
7500,0.75,10,1000,8,121,4
7500,0.75,10,10000,8,120,4
7500,0.75,50,100,8,120,4
7500,0.75,50,1000,8,120,4
7500,0.75,50,10000,8,120,4
10000,0.0,1,100,8,299,4
10000,0.0,1,1000,8,299,4
10000,0.0,1,10000,8,245,4
10000,0.0,10,100,8,244,4
10000,0.0,10,1000,8,299,4
10000,0.0,10,10000,8,299,4
10000,0.0,50,100,8,298,4
10000,0.0,50,1000,8,299,4
10000,0.0,50,10000,8,299,4
10000,0.25,1,100,8,299,4
10000,0.25,1,1000,8,299,4
10000,0.25,1,10000,8,299,4
10000,0.25,10,100,8,245,4
10000,0.25,10,1000,8,245,4
10000,0.25,10,10000,8,244,4
10000,0.25,50,100,8,237,4
10000,0.25,50,1000,8,237,4
10000,0.25,50,10000,8,184,4
10000,0.5,1,100,8,238,4
10000,0.5,1,1000,8,238,4
10000,0.5,1,10000,8,238,4
10000,0.5,10,100,8,183,4
10000,0.5,10,1000,8,184,4
10000,0.5,10,10000,8,238,4
10000,0.5,50,100,8,238,4
10000,0.5,50,1000,8,183,4
10000,0.5,50,10000,8,183,4
10000,0.75,1,100,8,238,4
10000,0.75,1,1000,8,237,4
10000,0.75,1,10000,8,183,4
10000,0.75,10,100,8,238,4
10000,0.75,10,1000,8,237,4
10000,0.75,10,10000,8,238,4
10000,0.75,50,100,8,183,4
10000,0.75,50,1000,8,237,4
10000,0.75,50,10000,8,238,4
12500,0.0,1,100,8,420,4
12500,0.0,1,1000,8,421,4
12500,0.0,1,10000,8,420,4
12500,0.0,10,100,8,421,4
12500,0.0,10,1000,8,420,4
12500,0.0,10,10000,8,421,4
12500,0.0,50,100,8,420,4
12500,0.0,50,1000,8,420,4
12500,0.0,50,10000,8,420,4
12500,0.25,1,100,8,421,4
12500,0.25,1,1000,8,420,4
12500,0.25,1,10000,8,421,4
12500,0.25,10,100,8,420,4
12500,0.25,10,1000,8,420,4
12500,0.25,10,10000,8,420,4
12500,0.25,50,100,8,421,4
12500,0.25,50,1000,8,420,4
12500,0.25,50,10000,8,420,4
12500,0.5,1,100,8,421,4
12500,0.5,1,1000,8,421,4
12500,0.5,1,10000,8,421,4
12500,0.5,10,100,8,421,4
12500,0.5,10,1000,8,420,4
12500,0.5,10,10000,8,420,4
12500,0.5,50,100,8,420,4
12500,0.5,50,1000,8,421,4
12500,0.5,50,10000,8,421,4
12500,0.75,1,100,8,475,4
12500,0.75,1,1000,8,421,4
12500,0.75,1,10000,8,421,4
12500,0.75,10,100,8,420,4
12500,0.75,10,1000,8,420,4
12500,0.75,10,10000,8,420,4
12500,0.75,50,100,8,420,4
12500,0.75,50,1000,8,421,4
12500,0.75,50,10000,8,421,4
